ORDERNUMBER,PRODUCTCODE,CUSTOMERNAME,ORDERDATE,STATUS,DEALSIZE,QUANTITYORDERED,PRICEEACH,SALES
10161,S24_2887,Heintze Collectables,17/10/2018,Shipped,Small,25,110.39,2759.75
10173,S24_2887,Rovelli Gifts,5/11/2018,Shipped,Small,23,118.61,2728.03
10182,S24_2887,Mini Gifts Distributors Ltd.,12/11/2018,Shipped,Small,20,119.79,2395.8
10192,S24_2887,Online Diecast Creations Co.,20/11/2018,Shipped,Medium,23,132.71,3052.33
10204,S24_2887,Muscle Machine Inc,2/12/2018,Shipped,Medium,42,101,4242
10213,S24_2887,"Double Decker Gift Stores, Ltd",22/01/2019,Shipped,Small,27,103.35,2790.45
10227,S24_2887,"Saveley & Henriot, Co.",2/3/2019,Shipped,Medium,33,131.53,4340.49
10241,S24_2887,Mini Caravy,13/04/2019,Shipped,Small,28,98.65,2762.2
10267,S24_2887,Muscle Machine Inc,7/7/2019,Shipped,Medium,43,108.04,4645.72
10279,S24_2887,Euro Shopping Channel,9/8/2019,Shipped,Medium,48,116.27,5580.96
10288,S24_2887,Handji Gifts& Co,1/9/2019,Shipped,Medium,48,136.23,6539.04
10302,S24_2887,"UK Collectables, Ltd.",6/10/2018,Shipped,Medium,45,123.31,5548.95
10311,S24_2887,Euro Shopping Channel,16/10/2019,Shipped,Medium,43,106.87,4595.41
10332,S24_2887,"AV Stores, Co.",17/11/2019,Shipped,Small,44,42.26,1859.44
10346,S24_2887,Signal Gift Stores,29/11/2019,Shipped,Small,24,87.24,2093.76
10368,S24_2887,Mini Gifts Distributors Ltd.,19/01/2020,Shipped,Medium,31,136.23,4223.13
10380,S24_2887,Euro Shopping Channel,16/02/2020,Shipped,Small,44,36.29,1596.76
10407,S24_2887,The Sharp Gifts Warehouse,22/04/2020,On Hold,Medium,59,98.65,5820.35
10420,S24_2887,Souveniers And Things Co.,29/05/2020,In Process,Medium,55,96.3,5296.5
10109,S24_2972,Motor Mint Distributors Inc.,10/3/2018,Shipped,Small,29,32.1,930.9
10122,S24_2972,Marseille Mini Autos,8/5/2018,Shipped,Small,39,30.96,1207.44
10135,S24_2972,Mini Gifts Distributors Ltd.,2/7/2018,Shipped,Small,20,35.87,717.4
10147,S24_2972,Collectables For Less Inc.,5/9/2018,Shipped,Small,25,42.67,1066.75
10171,S24_2972,Quebec Home Shopping Network,5/11/2018,Shipped,Small,36,35.49,1277.64
10181,S24_2972,Herkku Gifts,12/11/2018,Shipped,Small,37,42.67,1578.79
10192,S24_2972,Online Diecast Creations Co.,20/11/2018,Shipped,Small,30,30.59,917.7
10203,S24_2972,Euro Shopping Channel,2/12/2018,Shipped,Small,21,37,777
10212,S24_2972,Euro Shopping Channel,16/01/2019,Shipped,Small,34,43.42,1476.28
10225,S24_2972,"Vida Sport, Ltd",22/02/2019,Shipped,Small,42,36.63,1538.46
10239,S24_2972,"Oulu Toy Supplies, Inc.",12/4/2019,Shipped,Small,20,44.56,891.2
10253,S24_2972,"UK Collectables, Ltd.",1/6/2019,Cancelled,Small,40,42.67,1706.8
10266,S24_2972,L'ordine Souveniers,6/7/2019,Shipped,Small,34,40.4,1373.6
10278,S24_2972,Signal Gift Stores,6/8/2019,Shipped,Small,31,38.89,1205.59
10287,S24_2972,"Vida Sport, Ltd",30/08/2019,Shipped,Small,36,39.65,1427.4
10301,S24_2972,"Norway Gifts By Mail, Co.",5/10/2018,Shipped,Small,48,34.36,1649.28
10310,S24_2972,"Toms Spezialitten, Ltd",16/10/2019,Shipped,Small,33,41.91,1383.03
10321,S24_2972,FunGiftIdeas.com,4/11/2019,Shipped,Small,37,33.23,1229.51
10331,S24_2972,Motor Mint Distributors Inc.,17/11/2019,Shipped,Small,27,42.24,1140.48
10342,S24_2972,"Australian Collectors, Co.",24/11/2019,Shipped,Small,39,40.4,1575.6
10355,S24_2972,Euro Shopping Channel,7/12/2019,Shipped,Small,36,38.52,1386.72
10367,S24_2972,Toys4GrownUps.com,12/1/2020,Resolved,Medium,36,139.4,5018.4
10378,S24_2972,Euro Shopping Channel,10/2/2020,Shipped,Medium,41,142.85,5856.85
10390,S24_2972,Mini Gifts Distributors Ltd.,4/3/2020,Shipped,Medium,37,132.29,4894.73
10405,S24_2972,Mini Caravy,14/04/2020,Shipped,Small,47,44.56,2094.32
10419,S24_2972,Salzburg Collectables,17/05/2020,Shipped,Small,15,42.67,640.05
10105,S24_3151,Danish Wholesale Imports,11/2/2018,Shipped,Medium,44,72.58,3193.52
10119,S24_3151,Salzburg Collectables,28/04/2018,Shipped,Medium,35,87.62,3066.7
10129,S24_3151,"Stylish Desk Decors, Co.",12/6/2018,Shipped,Medium,41,94.71,3883.11
10142,S24_3151,Mini Gifts Distributors Ltd.,8/8/2018,Shipped,Medium,49,98.25,4814.25
10154,S24_3151,Boards & Toys Co.,2/10/2018,Shipped,Small,31,91.17,2826.27
10167,S24_3151,Scandinavian Gift Ideas,23/10/2018,Cancelled,Small,20,79.66,1593.2
10177,S24_3151,CAF Imports,7/11/2018,Shipped,Medium,45,72.58,3266.1
10185,S24_3151,Mini Creations Ltd.,14/11/2018,Shipped,Small,33,74.35,2453.55
10197,S24_3151,Enaco Distributors,26/11/2018,Shipped,Medium,47,83.2,3910.4
10208,S24_3151,"Saveley & Henriot, Co.",2/1/2019,Shipped,Small,20,89.4,1788
10222,S24_3151,Collectable Mini Designs Co.,19/02/2019,Shipped,Medium,47,70.81,3328.07
10233,S24_3151,Tekni Collectables Inc.,29/03/2019,Shipped,Medium,40,94.71,3788.4
10248,S24_3151,Land of Toys Inc.,7/5/2019,Cancelled,Medium,30,101.79,3053.7
10261,S24_3151,Quebec Home Shopping Network,17/06/2019,Shipped,Small,22,91.17,2005.74
10273,S24_3151,Petit Auto,21/07/2019,Shipped,Small,27,103.56,2796.12
10283,S24_3151,"Royal Canadian Collectables, Ltd.",20/08/2019,Shipped,Medium,34,92.94,3159.96
10295,S24_3151,Gifts4AllAges.com,10/9/2019,Shipped,Medium,46,84.97,3908.62
10306,S24_3151,"AV Stores, Co.",14/10/2019,Shipped,Small,31,84.08,2606.48
10315,S24_3151,La Rochelle Gifts,29/10/2019,Shipped,Small,24,86.74,2081.76
10326,S24_3151,"Volvo Model Replicas, Co",9/11/2019,Shipped,Medium,41,85.85,3519.85
10339,S24_3151,"Tokyo Collectables, Ltd",23/11/2019,Shipped,Large,55,195.6,10758
10350,S24_3151,Euro Shopping Channel,2/12/2019,Shipped,Medium,30,100.7,3021
10373,S24_3151,"Oulu Toy Supplies, Inc.",31/01/2020,Shipped,Small,33,57.32,1891.56
10396,S24_3151,Mini Gifts Distributors Ltd.,23/03/2020,Shipped,Small,27,83.2,2246.4
10414,S24_3151,Gifts4AllAges.com,6/5/2020,On Hold,Medium,60,101.79,6107.4
10110,S24_3191,"AV Stores, Co.",18/03/2018,Shipped,Small,27,73.62,1987.74
10124,S24_3191,Signal Gift Stores,21/05/2018,Shipped,Medium,49,83.04,4068.96
10148,S24_3191,"Anna's Decorations, Ltd",11/9/2018,Shipped,Small,31,73.62,2282.22
10161,S24_3191,Heintze Collectables,17/10/2018,Shipped,Small,20,77.05,1541
10172,S24_3191,Gift Depot Inc.,5/11/2018,Shipped,Small,24,81.33,1951.92
10182,S24_3191,Mini Gifts Distributors Ltd.,12/11/2018,Shipped,Medium,33,94.17,3107.61
10192,S24_3191,Online Diecast Creations Co.,20/11/2018,Shipped,Small,32,72.77,2328.64
10204,S24_3191,Muscle Machine Inc,2/12/2018,Shipped,Medium,40,79.62,3184.8
10212,S24_3191,Euro Shopping Channel,16/01/2019,Shipped,Small,27,79.62,2149.74
10227,S24_3191,"Saveley & Henriot, Co.",2/3/2019,Shipped,Medium,40,79.62,3184.8
10241,S24_3191,Mini Caravy,13/04/2019,Shipped,Small,26,81.33,2114.58
10267,S24_3191,Muscle Machine Inc,7/7/2019,Shipped,Medium,44,96.74,4256.56
10279,S24_3191,Euro Shopping Channel,9/8/2019,Shipped,Small,33,71.06,2344.98
10288,S24_3191,Handji Gifts& Co,1/9/2019,Shipped,Small,34,68.49,2328.66
10302,S24_3191,"UK Collectables, Ltd.",6/10/2018,Shipped,Medium,48,74.48,3575.04
10311,S24_3191,Euro Shopping Channel,16/10/2019,Shipped,Small,25,83.04,2076
10321,S24_3191,FunGiftIdeas.com,4/11/2019,Shipped,Medium,39,84.75,3305.25
10332,S24_3191,"AV Stores, Co.",17/11/2019,Shipped,Small,45,34.19,1538.55
10346,S24_3191,Signal Gift Stores,29/11/2019,Shipped,Medium,24,138.58,3325.92
10368,S24_3191,Mini Gifts Distributors Ltd.,19/01/2020,Shipped,Medium,46,79.62,3662.52
10380,S24_3191,Euro Shopping Channel,16/02/2020,Shipped,Medium,44,79.06,3478.64
10407,S24_3191,The Sharp Gifts Warehouse,22/04/2020,On Hold,Small,13,81.33,1057.29
10420,S24_3191,Souveniers And Things Co.,29/05/2020,In Process,Medium,35,96.74,3385.9
10108,S24_3371,Cruz & Sons Co.,3/3/2018,Shipped,Small,30,63.07,1892.1
10122,S24_3371,Marseille Mini Autos,8/5/2018,Shipped,Small,34,50.21,1707.14
10135,S24_3371,Mini Gifts Distributors Ltd.,2/7/2018,Shipped,Small,27,66.13,1785.51
10147,S24_3371,Collectables For Less Inc.,5/9/2018,Shipped,Small,30,68.58,2057.4
10169,S24_3371,"Anna's Decorations, Ltd",4/11/2018,Shipped,Small,34,50.21,1707.14
10181,S24_3371,Herkku Gifts,12/11/2018,Shipped,Small,23,65.52,1506.96
10191,S24_3371,"Toms Spezialitten, Ltd",20/11/2018,Shipped,Small,48,60.01,2880.48
10203,S24_3371,Euro Shopping Channel,2/12/2018,Shipped,Small,34,64.9,2206.6
10211,S24_3371,Auto Canal Petit,15/01/2019,Shipped,Small,48,48.98,2351.04
10225,S24_3371,"Vida Sport, Ltd",22/02/2019,Shipped,Small,24,50.21,1205.04
10238,S24_3371,Danish Wholesale Imports,9/4/2019,Shipped,Small,47,62.45,2935.15
10253,S24_3371,"UK Collectables, Ltd.",1/6/2019,Cancelled,Small,24,52.66,1263.84
10266,S24_3371,L'ordine Souveniers,6/7/2019,Shipped,Small,47,62.45,2935.15
10276,S24_3371,Online Mini Collectables,2/8/2019,Shipped,Small,20,61.23,1224.6
10287,S24_3371,"Vida Sport, Ltd",30/08/2019,Shipped,Small,20,67.97,1359.4
10300,S24_3371,"Blauer See Auto, Co.",4/10/2018,Shipped,Small,31,58.78,1822.18
10310,S24_3371,"Toms Spezialitten, Ltd",16/10/2019,Shipped,Small,38,56.94,2163.72
10320,S24_3371,"Volvo Model Replicas, Co",3/11/2019,Shipped,Small,26,61.23,1591.98
10331,S24_3371,Motor Mint Distributors Inc.,17/11/2019,Shipped,Medium,25,123.14,3078.5
10342,S24_3371,"Australian Collectors, Co.",24/11/2019,Shipped,Small,48,62.45,2997.6
10355,S24_3371,Euro Shopping Channel,7/12/2019,Shipped,Small,44,62.45,2747.8
10363,S24_3371,Suominen Souveniers,6/1/2020,Shipped,Small,21,116.56,2447.76
10378,S24_3371,Euro Shopping Channel,10/2/2020,Shipped,Small,46,41.54,1910.84
10390,S24_3371,Mini Gifts Distributors Ltd.,4/3/2020,Shipped,Small,46,52.84,2430.64
10419,S24_3371,Salzburg Collectables,17/05/2020,Shipped,Small,55,52.66,2896.3
10106,S24_3420,Rovelli Gifts,17/02/2018,Shipped,Small,31,52.6,1630.6
10119,S24_3420,Salzburg Collectables,28/04/2018,Shipped,Small,20,72.98,1459.6
10131,S24_3420,Gift Ideas Corp.,16/06/2018,Shipped,Small,29,59.18,1716.22
10143,S24_3420,Mini Creations Ltd.,10/8/2018,Shipped,Small,33,77.59,2560.47
10155,S24_3420,"Toys of Finland, Co.",6/10/2018,Shipped,Small,34,55.89,1900.26
10167,S24_3420,Scandinavian Gift Ideas,23/10/2018,Cancelled,Small,32,63.12,2019.84
10178,S24_3420,Alpha Cognac,8/11/2018,Shipped,Small,27,73.64,1988.28
10186,S24_3420,"Double Decker Gift Stores, Ltd",14/11/2018,Shipped,Small,21,69.04,1449.84
10198,S24_3420,Cruz & Sons Co.,27/11/2018,Shipped,Small,27,71.67,1935.09
10222,S24_3420,Collectable Mini Designs Co.,19/02/2019,Shipped,Medium,43,70.35,3025.05
10249,S24_3420,Cambridge Collectables Co.,8/5/2019,Shipped,Small,25,69.7,1742.5
10262,S24_3420,Euro Shopping Channel,24/06/2019,Cancelled,Medium,46,70.35,3236.1
10274,S24_3420,Collectables For Less Inc.,21/07/2019,Shipped,Small,24,72.33,1735.92
10284,S24_3420,"Norway Gifts By Mail, Co.",21/08/2019,Shipped,Small,39,71.67,2795.13
10296,S24_3420,"Bavarian Collectables Imports, Co.",15/09/2019,Shipped,Small,31,53.92,1671.52
10307,S24_3420,"Classic Gift Ideas, Inc",14/10/2019,Shipped,Small,22,71.67,1576.74
10316,S24_3420,giftsbymail.co.uk,1/11/2019,Shipped,Medium,47,76.93,3615.71
10328,S24_3420,Rovelli Gifts,12/11/2019,Shipped,Small,20,72.98,1459.6
10339,S24_3420,"Tokyo Collectables, Ltd",23/11/2019,Shipped,Small,29,99.69,2891.01
10351,S24_3420,"Stylish Desk Decors, Co.",3/12/2019,Shipped,Small,38,68.38,2598.44
10361,S24_3420,Souveniers And Things Co.,17/12/2019,Shipped,Medium,34,113.88,3871.92
10373,S24_3420,"Oulu Toy Supplies, Inc.",31/01/2020,Shipped,Medium,46,66,3036
10386,S24_3420,Euro Shopping Channel,1/3/2020,Resolved,Small,35,63.76,2231.6
10398,S24_3420,Reims Collectables,30/03/2020,Shipped,Small,34,71.67,2436.78
10400,S24_3420,The Sharp Gifts Warehouse,1/4/2020,Shipped,Small,38,57.2,2173.6
10415,S24_3420,"Australian Collectables, Ltd",9/5/2020,Disputed,Small,18,69.7,1254.6
10110,S24_3432,"AV Stores, Co.",18/03/2018,Shipped,Medium,37,100.66,3724.42
10124,S24_3432,Signal Gift Stores,21/05/2018,Shipped,Medium,43,121,5203
10148,S24_3432,"Anna's Decorations, Ltd",11/9/2018,Shipped,Medium,27,128.5,3469.5
10161,S24_3432,Heintze Collectables,17/10/2018,Shipped,Medium,30,104.94,3148.2
10172,S24_3432,Gift Depot Inc.,5/11/2018,Shipped,Small,22,98.51,2167.22
10182,S24_3432,Mini Gifts Distributors Ltd.,12/11/2018,Shipped,Medium,49,127.43,6244.07
10192,S24_3432,Online Diecast Creations Co.,20/11/2018,Shipped,Medium,46,121,5566
10204,S24_3432,Muscle Machine Inc,2/12/2018,Shipped,Medium,48,91.02,4368.96
10212,S24_3432,Euro Shopping Channel,16/01/2019,Shipped,Medium,46,87.81,4039.26
10226,S24_3432,Collectable Mini Designs Co.,26/02/2019,Shipped,Medium,48,92.09,4420.32
10241,S24_3432,Mini Caravy,13/04/2019,Shipped,Small,27,86.73,2341.71
10267,S24_3432,Muscle Machine Inc,7/7/2019,Shipped,Medium,43,118.86,5110.98
10279,S24_3432,Euro Shopping Channel,9/8/2019,Shipped,Medium,48,128.5,6168
10288,S24_3432,Handji Gifts& Co,1/9/2019,Shipped,Medium,41,118.86,4873.26
10301,S24_3432,"Norway Gifts By Mail, Co.",5/10/2018,Shipped,Small,22,96.37,2120.14
10311,S24_3432,Euro Shopping Channel,16/10/2019,Shipped,Medium,46,92.09,4236.14
10321,S24_3432,FunGiftIdeas.com,4/11/2019,Shipped,Small,21,89.95,1888.95
10332,S24_3432,"AV Stores, Co.",17/11/2019,Shipped,Small,31,37.18,1152.58
10346,S24_3432,Signal Gift Stores,29/11/2019,Shipped,Small,26,95.88,2492.88
10368,S24_3432,Mini Gifts Distributors Ltd.,19/01/2020,Shipped,Small,20,99.58,1991.6
10380,S24_3432,Euro Shopping Channel,16/02/2020,Shipped,Medium,34,116.27,3953.18
10407,S24_3432,The Sharp Gifts Warehouse,22/04/2020,On Hold,Medium,43,86.73,3729.39
10420,S24_3432,Souveniers And Things Co.,29/05/2020,In Process,Small,26,100.66,2617.16
10105,S24_3816,Danish Wholesale Imports,11/2/2018,Shipped,Medium,50,79.67,3983.5
10119,S24_3816,Salzburg Collectables,28/04/2018,Shipped,Medium,35,90.57,3169.95
10129,S24_3816,"Stylish Desk Decors, Co.",12/6/2018,Shipped,Medium,50,77.99,3899.5
10143,S24_3816,Mini Creations Ltd.,10/8/2018,Shipped,Small,23,80.51,1851.73
10155,S24_3816,"Toys of Finland, Co.",6/10/2018,Shipped,Small,37,67.93,2513.41
10167,S24_3816,Scandinavian Gift Ideas,23/10/2018,Cancelled,Small,29,83.86,2431.94
10178,S24_3816,Alpha Cognac,8/11/2018,Shipped,Small,21,72.12,1514.52
10186,S24_3816,"Double Decker Gift Stores, Ltd",14/11/2018,Shipped,Medium,36,85.54,3079.44
10197,S24_3816,Enaco Distributors,26/11/2018,Shipped,Small,22,86.38,1900.36
10222,S24_3816,Collectable Mini Designs Co.,19/02/2019,Shipped,Medium,46,80.51,3703.46
10248,S24_3816,Land of Toys Inc.,7/5/2019,Cancelled,Small,23,76.31,1755.13
10262,S24_3816,Euro Shopping Channel,24/06/2019,Cancelled,Medium,49,87.21,4273.29
10273,S24_3816,Petit Auto,21/07/2019,Shipped,Medium,48,83.02,3984.96
10283,S24_3816,"Royal Canadian Collectables, Ltd.",20/08/2019,Shipped,Small,33,72.96,2407.68
10296,S24_3816,"Bavarian Collectables Imports, Co.",15/09/2019,Shipped,Small,22,77.15,1697.3
10307,S24_3816,"Classic Gift Ideas, Inc",14/10/2019,Shipped,Small,22,91.41,2011.02
10316,S24_3816,giftsbymail.co.uk,1/11/2019,Shipped,Small,25,92.25,2306.25
10326,S24_3816,"Volvo Model Replicas, Co",9/11/2019,Shipped,Small,20,92.25,1845
10339,S24_3816,"Tokyo Collectables, Ltd",23/11/2019,Shipped,Small,42,59.36,2493.12
10350,S24_3816,Euro Shopping Channel,2/12/2019,Shipped,Small,25,60.34,1508.5
10373,S24_3816,"Oulu Toy Supplies, Inc.",31/01/2020,Shipped,Small,23,104.1,2394.3
10385,S24_3816,Mini Gifts Distributors Ltd.,28/02/2020,Shipped,Medium,37,85.54,3164.98
10396,S24_3816,Mini Gifts Distributors Ltd.,23/03/2020,Shipped,Medium,37,90.57,3351.09
10400,S24_3816,The Sharp Gifts Warehouse,1/4/2020,Shipped,Medium,42,72.96,3064.32
10414,S24_3816,Gifts4AllAges.com,6/5/2020,On Hold,Medium,51,76.31,3891.81
10108,S24_3856,Cruz & Sons Co.,3/3/2018,Shipped,Medium,40,136.22,5448.8
10122,S24_3856,Marseille Mini Autos,8/5/2018,Shipped,Medium,43,127.79,5494.97
10135,S24_3856,Mini Gifts Distributors Ltd.,2/7/2018,Shipped,Medium,47,134.81,6336.07
10147,S24_3856,Collectables For Less Inc.,5/9/2018,Shipped,Small,23,126.39,2906.97
10170,S24_3856,Mini Auto Werke,4/11/2018,Shipped,Medium,34,112.34,3819.56
10181,S24_3856,Herkku Gifts,12/11/2018,Shipped,Medium,25,154.47,3861.75
10192,S24_3856,Online Diecast Creations Co.,20/11/2018,Shipped,Medium,45,140.43,6319.35
10203,S24_3856,Euro Shopping Channel,2/12/2018,Shipped,Medium,47,148.86,6996.42
10212,S24_3856,Euro Shopping Channel,16/01/2019,Shipped,Medium,49,141.83,6949.67
10225,S24_3856,"Vida Sport, Ltd",22/02/2019,Shipped,Medium,40,113.75,4550
10239,S24_3856,"Oulu Toy Supplies, Inc.",12/4/2019,Shipped,Medium,29,154.47,4479.63
10253,S24_3856,"UK Collectables, Ltd.",1/6/2019,Cancelled,Medium,39,132,5148
10266,S24_3856,L'ordine Souveniers,6/7/2019,Shipped,Small,24,122.17,2932.08
10278,S24_3856,Signal Gift Stores,6/8/2019,Shipped,Medium,25,126.39,3159.75
10287,S24_3856,"Vida Sport, Ltd",30/08/2019,Shipped,Medium,36,119.37,4297.32
10301,S24_3856,"Norway Gifts By Mail, Co.",5/10/2018,Shipped,Large,50,154.47,7723.5
10310,S24_3856,"Toms Spezialitten, Ltd",16/10/2019,Shipped,Medium,45,122.17,5497.65
10321,S24_3856,FunGiftIdeas.com,4/11/2019,Shipped,Medium,26,155.88,4052.88
10331,S24_3856,Motor Mint Distributors Inc.,17/11/2019,Shipped,Medium,21,149.33,3135.93
10342,S24_3856,"Australian Collectors, Co.",24/11/2019,Shipped,Medium,42,119.37,5013.54
10355,S24_3856,Euro Shopping Channel,7/12/2019,Shipped,Medium,32,165.71,5302.72
10363,S24_3856,Suominen Souveniers,6/1/2020,Shipped,Small,31,94.58,2931.98
10378,S24_3856,Euro Shopping Channel,10/2/2020,Shipped,Small,33,53.27,1757.91
10390,S24_3856,Mini Gifts Distributors Ltd.,4/3/2020,Shipped,Medium,45,150.29,6763.05
10405,S24_3856,Mini Caravy,14/04/2020,Shipped,Large,76,154.47,11739.7
10419,S24_3856,Salzburg Collectables,17/05/2020,Shipped,Large,70,132,9240
10106,S24_3949,Rovelli Gifts,17/02/2018,Shipped,Medium,50,64.83,3241.5
10119,S24_3949,Salzburg Collectables,28/04/2018,Shipped,Small,28,70.29,1968.12
10131,S24_3949,Gift Ideas Corp.,16/06/2018,Shipped,Medium,50,81.89,4094.5
10143,S24_3949,Mini Creations Ltd.,10/8/2018,Shipped,Small,28,66.19,1853.32
10155,S24_3949,"Toys of Finland, Co.",6/10/2018,Shipped,Medium,44,77.11,3392.84
10168,S24_3949,Technics Stores Inc.,28/10/2018,Shipped,Small,27,73.02,1971.54
10178,S24_3949,Alpha Cognac,8/11/2018,Shipped,Small,30,72.33,2169.9
10198,S24_3949,Cruz & Sons Co.,27/11/2018,Shipped,Small,43,66.19,2846.17
10210,S24_3949,Osaka Souveniers Co.,12/1/2019,Shipped,Small,29,69.6,2018.4
10222,S24_3949,Collectable Mini Designs Co.,19/02/2019,Shipped,Small,48,56.64,2718.72
10235,S24_3949,"Royal Canadian Collectables, Ltd.",2/4/2019,Shipped,Small,33,60.05,1981.65
10250,S24_3949,The Sharp Gifts Warehouse,11/5/2019,Shipped,Medium,40,75.06,3002.4
10262,S24_3949,Euro Shopping Channel,24/06/2019,Cancelled,Small,48,61.42,2948.16
10275,S24_3949,La Rochelle Gifts,23/07/2019,Shipped,Medium,41,81.89,3357.49
10284,S24_3949,"Norway Gifts By Mail, Co.",21/08/2019,Shipped,Small,21,55.96,1175.16
10296,S24_3949,"Bavarian Collectables Imports, Co.",15/09/2019,Shipped,Small,32,71.65,2292.8
10308,S24_3949,Mini Classics,15/10/2019,Shipped,Medium,43,76.43,3286.49
10316,S24_3949,giftsbymail.co.uk,1/11/2019,Shipped,Small,30,77.79,2333.7
10328,S24_3949,Rovelli Gifts,12/11/2019,Shipped,Small,35,76.43,2675.05
10339,S24_3949,"Tokyo Collectables, Ltd",23/11/2019,Shipped,Medium,45,96.92,4361.4
10351,S24_3949,"Stylish Desk Decors, Co.",3/12/2019,Shipped,Small,34,59.37,2018.58
10361,S24_3949,Souveniers And Things Co.,17/12/2019,Shipped,Medium,26,142.73,3710.98
10373,S24_3949,"Oulu Toy Supplies, Inc.",31/01/2020,Shipped,Small,39,73,2847
10386,S24_3949,Euro Shopping Channel,1/3/2020,Resolved,Medium,41,73.32,3006.12
10398,S24_3949,Reims Collectables,30/03/2020,Shipped,Small,41,68.24,2797.84
10401,S24_3949,Tekni Collectables Inc.,3/4/2020,On Hold,Medium,64,60.05,3843.2
10416,S24_3949,L'ordine Souveniers,10/5/2020,Shipped,Small,18,75.06,1351.08
10100,S24_3969,Online Diecast Creations Co.,6/1/2018,Shipped,Small,49,34.47,1689.03
10110,S24_3969,"AV Stores, Co.",18/03/2018,Shipped,Small,48,34.47,1654.56
10124,S24_3969,Signal Gift Stores,21/05/2018,Shipped,Small,46,33.23,1528.58
10149,S24_3969,Signal Collectibles Ltd.,12/9/2018,Shipped,Small,26,38.98,1013.48
10173,S24_3969,Rovelli Gifts,5/11/2018,Shipped,Small,35,33.23,1163.05
10182,S24_3969,Mini Gifts Distributors Ltd.,12/11/2018,Shipped,Small,23,42.26,971.98
10193,S24_3969,"Australian Collectables, Ltd",21/11/2018,Shipped,Small,22,41.03,902.66
10204,S24_3969,Muscle Machine Inc,2/12/2018,Shipped,Small,39,33.23,1295.97
10214,S24_3969,"Corrida Auto Replicas, Ltd",26/01/2019,Shipped,Small,44,34.88,1534.72
10227,S24_3969,"Saveley & Henriot, Co.",2/3/2019,Shipped,Small,27,43.9,1185.3
10242,S24_3969,Microscale Inc.,20/04/2019,Shipped,Small,46,36.93,1698.78
10280,S24_3969,Amica Models & Co.,17/08/2019,Shipped,Small,33,41.85,1381.05
10288,S24_3969,Handji Gifts& Co,1/9/2019,Shipped,Small,33,40.62,1340.46
10303,S24_3969,"Iberia Gift Imports, Corp.",6/10/2019,Shipped,Small,24,40.21,965.04
10312,S24_3969,Mini Gifts Distributors Ltd.,21/10/2019,Shipped,Small,31,35.29,1093.99
10332,S24_3969,"AV Stores, Co.",17/11/2019,Shipped,Medium,41,77.24,3166.84
10346,S24_3969,Signal Gift Stores,29/11/2019,Shipped,Small,22,97.44,2143.68
10368,S24_3969,Mini Gifts Distributors Ltd.,19/01/2020,Shipped,Small,46,37.34,1717.64
10380,S24_3969,Euro Shopping Channel,16/02/2020,Shipped,Medium,43,95.03,4086.29
10408,S24_3969,"Tokyo Collectables, Ltd",22/04/2020,Shipped,Small,15,36.93,553.95
10420,S24_3969,Souveniers And Things Co.,29/05/2020,In Process,Small,15,43.49,652.35
10104,S24_4048,Euro Shopping Channel,31/01/2018,Shipped,Small,26,112.37,2921.62
10115,S24_4048,Classic Legends Inc.,4/4/2018,Shipped,Medium,44,126.56,5568.64
10127,S24_4048,Muscle Machine Inc,3/6/2018,Shipped,Small,20,96.99,1939.8
10141,S24_4048,Suominen Souveniers,1/8/2018,Shipped,Medium,40,94.62,3784.8
10152,S24_4048,"Australian Gift Network, Co",25/09/2018,Shipped,Small,23,121.83,2802.09
